id,oc,phh,phc,ec,caco3,p,n,k,elevation,stones,lc1,lu1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
32701972,37.1,7.39,7.1,19.57,255,6.5,2.5,358.7,1164,3,Pine dominated mixed woodland,FORESTRY,1.22477,1.08267,1.09846,1.19694,1.36863,1.58987,1.76608,1.90709,2.05334,2.21006,2.3678,2.51601,2.6432,2.75244,2.84485,2.92893,3.01647,3.10426,3.19363,3.27682,3.35365,3.43235,3.53731,3.60176,3.66278,3.72014,3.77356,3.82058,3.85618,3.8812,3.8681,3.70051,3.7611,3.83586,3.90934,3.96962,4.01455,4.05209,4.08276,4.10288,4.11179,4.10993,4.11026,4.11789,4.13322,4.11165,3.76093,3.26545,3.39506,3.57122,3.72865,3.80514,3.8446,3.86065,3.84644,3.75002,3.63606,3.69836,3.67014,3.56871,3.44812,3.3939,3.3276,3.17899,3.00906,2.88473
42383178,61.0,7.32,7.1,36.8,60,13.3,5.9,458.0,179,1,Shrubland with sparse tree cover,Agriculture (excluding fallow land and kitchen gardens),0.91084,0.84921,0.87332,0.96522,1.09318,1.21202,1.31099,1.41081,1.52632,1.64973,1.76857,1.87369,1.96175,2.03091,2.0841,2.13069,2.17399,2.21436,2.25433,2.29197,2.32725,2.36491,2.42231,2.45176,2.47951,2.50476,2.52741,2.54698,2.56173,2.57001,2.56555,2.49662,2.50782,2.53343,2.56658,2.59284,2.61234,2.62942,2.64411,2.65482,2.66052,2.65883,2.65547,2.65633,2.66013,2.6494,2.47724,2.18692,2.25191,2.35742,2.44474,2.4814,2.50351,2.5163,2.52163,2.4911,2.4508,2.48055,2.46232,2.41843,2.36205,2.3211,2.26882,2.17041,2.06684,1.9992
34543374,12.1,6.24,5.9,17.38,0,89.2,1.6,164.4,133,2,Other fresh vegetables,Agriculture (excluding fallow land and kitchen gardens),0.88247,0.78431,0.79969,0.88989,1.03104,1.19539,1.3321,1.45255,1.58139,1.71188,1.83583,1.94521,2.03186,2.10191,2.16289,2.21817,2.27932,2.3425,2.40447,2.46002,2.50991,2.56193,2.62908,2.67489,2.71817,2.75795,2.7944,2.82722,2.85505,2.87899,2.89506,2.85936,2.88989,2.91681,2.94606,2.97242,2.99602,3.01792,3.03815,3.05648,3.07274,3.08163,3.08644,3.09514,3.10875,3.11252,3.02019,2.83067,2.85564,2.93021,2.99465,3.03068,3.05413,3.06579,3.07149,3.02992,2.99349,3.0356,3.02787,3.00208,2.95004,2.91401,2.88797,2.81472,2.74327,2.69755
52364004,35.7,5.35,4.9,11.97,0,15.4,3.2,46.9,94,1,Spruce dominated mixed woodland,FORESTRY,1.19922,1.11678,1.13953,1.22339,1.3448,1.46561,1.5636,1.66913,1.78948,1.9172,2.0442,2.16387,2.27119,2.36048,2.4353,2.50573,2.57444,2.64162,2.70634,2.76669,2.82249,2.87834,2.95353,3.00052,3.04499,3.08654,3.12578,3.16186,3.19308,3.21839,3.23311,3.2067,3.23024,3.26073,3.29494,3.32606,3.35114,3.37455,3.39516,3.41214,3.42587,3.43149,3.43645,3.44528,3.45595,3.45803,3.35695,3.12773,3.16123,3.25104,3.32179,3.34979,3.36828,3.37592,3.37534,3.35241,3.33043,3.35991,3.33649,3.29408,3.26167,3.23301,3.20131,3.13169,3.04619,2.99333
41722428,38.3,4.1,3.8,18.06,0,14.2,2.3,37.8,296,1,Broadleaved woodland,FORESTRY,1.17448,1.10923,1.15078,1.2632,1.42407,1.58296,1.71534,1.84957,1.99722,2.15473,2.30568,2.43585,2.54114,2.62083,2.6848,2.74353,2.8001,2.85324,2.90328,2.94874,2.99198,3.03839,3.10643,3.14401,3.17834,3.21011,3.2396,3.26517,3.28569,3.30163,3.30644,3.25868,3.28449,3.30953,3.33477,3.35471,3.37115,3.38696,3.39967,3.40739,3.41076,3.40857,3.41041,3.41607,3.42379,3.4237,3.33672,3.14775,3.1854,3.25544,3.30055,3.30836,3.30814,3.30051,3.29797,3.2679,3.22757,3.24954,3.21618,3.1642,3.12382,3.10941,3.09831,3.04005,2.96563,2.92154
38482364,76.3,6.74,6.6,14.38,3,10.6,3.9,215.0,406,1,Shrubland with sparse tree cover,Semi-natural and natural areas not in use,0.73958,0.71116,0.72297,0.75284,0.79473,0.83659,0.87475,0.91145,0.94733,0.98356,1.02035,1.05615,1.08919,1.11852,1.14508,1.17064,1.19574,1.22032,1.24505,1.26881,1.29166,1.31655,1.3542,1.3769,1.39935,1.42068,1.44147,1.4619,1.48121,1.49995,1.51658,1.51057,1.54661,1.56704,1.58703,1.60674,1.62584,1.64473,1.66298,1.68015,1.69834,1.71453,1.72586,1.73947,1.75388,1.76531,1.74939,1.71001,1.73218,1.7623,1.78892,1.80483,1.81644,1.82312,1.82846,1.80505,1.78084,1.83696,1.84963,1.83808,1.80656,1.80874,1.81347,1.78179,1.76364,1.76322
52743836,12.2,5.24,4.8,4.07,0,7.6,1.3,42.1,105,1,Grassland without tree/shrub cover,Agriculture (excluding fallow land and kitchen gardens),1.36113,1.25466,1.29232,1.40946,1.58542,1.79071,1.94611,2.09533,2.25578,2.40877,2.55046,2.67941,2.79504,2.88546,2.95279,3.02897,3.10613,3.18255,3.25734,3.32524,3.38686,3.45078,3.53884,3.59216,3.64352,3.69062,3.73457,3.77477,3.80833,3.82564,3.81988,3.7816,3.83212,3.87333,3.91412,3.94786,3.97534,4.00005,4.02175,4.0402,4.05527,4.06139,4.06251,4.06528,4.04814,4.0346,3.92167,3.67404,3.74054,3.8443,3.92434,3.96069,3.98352,3.99312,3.99225,3.94861,3.88385,3.93114,3.92933,3.88538,3.83041,3.78934,3.75635,3.6763,3.58171,3.5213
47262562,24.8,6.17,5.9,5.34,1,17.8,3.0,55.5,210,1,Apple fruit,Agriculture (excluding fallow land and kitchen gardens),1.0577,0.99702,1.04096,1.18204,1.38575,1.56599,1.69204,1.80713,1.92474,2.03685,2.14365,2.23656,2.30033,2.34055,2.3736,2.40062,2.43632,2.47571,2.5154,2.55127,2.58537,2.6243,2.68119,2.71948,2.75642,2.79076,2.82118,2.84782,2.86899,2.89189,2.91095,2.84849,2.88866,2.90822,2.92577,2.94027,2.95357,2.96649,2.97758,2.9878,2.99556,2.99811,2.99508,2.99751,3.0157,3.01897,2.94652,2.81244,2.81602,2.85735,2.89232,2.90943,2.91481,2.91029,2.90696,2.84989,2.78549,2.85356,2.84511,2.81834,2.74862,2.71575,2.70573,2.6416,2.59428,2.56965
26941804,20.5,5.91,5.3,4.7,0,4.1,2.0,196.7,141,1,Broadleaved woodland,FORESTRY,1.06078,0.8617,0.86958,0.98661,1.21429,1.57195,1.88572,2.1056,2.29798,2.47433,2.63469,2.7728,2.87783,2.95443,3.02142,3.09663,3.18511,3.28176,3.381,3.47188,3.55417,3.63555,3.74107,3.81183,3.87808,3.93852,3.99398,4.04517,4.08869,4.12625,4.14137,4.08185,4.18255,4.2281,4.26989,4.30601,4.33815,4.36729,4.39269,4.41561,4.43781,4.45105,4.45473,4.46202,4.46983,4.46952,4.37068,4.19029,4.22726,4.28826,4.34004,4.36711,4.37248,4.36012,4.32634,4.15855,4.08588,4.24399,4.23577,4.17643,4.06598,4.00934,3.9697,3.86067,3.78672,3.73891
30982262,6.7,8.19,7.6,13.06,102,0.0,1.1,117.8,864,1,Other Leguminous  and mixtures for fodder,Agriculture (excluding fallow land and kitchen gardens),1.41373,1.27283,1.32004,1.57045,2.04648,2.60193,2.9438,3.12169,3.28669,3.4787,3.67651,3.82262,3.88153,3.87513,3.85635,3.86931,3.91901,3.99273,4.08587,4.18655,4.29727,4.42552,4.59456,4.72009,4.8345,4.92909,5.0041,5.06452,5.10382,5.12704,5.0752,4.82444,5.04331,5.13308,5.20451,5.25636,5.29385,5.32189,5.34192,5.35918,5.37195,5.37241,5.35846,5.35037,5.33993,5.30145,4.94425,4.5473,4.71704,4.85557,4.98159,5.05514,5.07148,5.05023,4.98953,4.67433,4.5212,4.80495,4.82147,4.69588,4.48357,4.39122,4.31317,4.13269,4.01176,3.92178
